Cod SMIS,Titlu,Beneficiar, Region , County ,Locality,FEDR,member state amount,own contribution,Ineligible Expenses ,total amount,Priority Axis,Intervention Category
6987,Reabilitarea si extinderea Caminului de persoane varstnice Alba Iulia - serviciul social rezidential de interes regional,Municipiul Alba Iulia,Centru,Alba,Alba Iulia,1752091,384871,43611,1447728,3628302,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6905,Reparatii capitale. Strazi cu dotare tehnico-edilitara in Municipiul Alba Iulia,Municipiul Alba Iulia,Centru,Alba,Alba Iulia,23322784,5123175,580530,5529803,34556292,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
11176,"Crearea de spatii publice urbane in municipiul Piatra Neamt, prin construirea unui pod si a unei arii de parcari in zona intersectiei Piata Stefan cel Mare, str. Orhei, Bdul Dacia si amenajarea complexa a Paraului Cuejdiu",Municipiul  Piatra Neamt,Nord Est,Neamt,Piatra Neamt,28477919,6255573,708847,8329822,43772161,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
11177,"Restaurarea si punerea in valoare a zonei istorice si culturale - Curtea Domneasca, din Municipiul Piatra Neamt - prin amenajari urbanistice, amenajari ale circulatiilor pietonale si carosabile - pasaj auto subteran, parcaje subterane.",Municipiul  Piatra Neamt,Nord Est,Neamt,Piatra Neamt,21101031,4635136,525228,6683098,32944494,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
11178,"Reabilitarea si modernizarea spatiilor din Strada Stefan cel Mare nr. 23 Piatra Neamt, pentru furnizarea unor servicii sociale.",Parteneriat intre Municipiul  Piatra Neamt si Consiliul Judetean Neamt,Nord Est,Neamt,Piatra Neamt,2182838,479491,54333,637920,3354581,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6922,Modernizare DN 74 de la km 99+870 pana la km 103+175 - Str. Zlatnei si Str. Calea Motilor Municipiul Alba Iulia,Municipiul Alba Iulia,Centru,Alba,Alba Iulia,14410273,3165418,358688,4740217,22674595,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7433,Modernizare si reabilitare accese pietonale si carosabile precum si iluminat arhitectural in Municipiul Botosani,Municipiul Botosani,Nord Est,Botosani,Botosani,19858526,4362203,494301,7280895,31995924,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7432,Reabilitarea si modernizarea strazilor inelului principal de circulatie din ,Municipiul Botosani,Nord Est,Botosani,Botosani,20903769,4591805,520318,6155505,32171396,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7434,Reabilitarea modernizarea parcurilor,Municipiul Botosani,Nord Est,Botosani,Botosani,4761974,1046034,118531,1404155,7330694,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7436,Reutilare cladire in scopul transformarii in centru social,Municipiul Botosani,Nord Est,Botosani,Botosani,2185980,480181,54411,1207538,3928111,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7437,Cresterea sigurantei si prevenirea criminalitatii in zona,Municipiul Botosani,Nord Est,Botosani,Botosani,1248820,274321,31085,1097437,2651662,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7890,Sistem pentru Managementul Iluminatului Public in Municipiul Alexandria,UAT Mun. Alexandria,Sud ,Teleorman,Alexandria,15660293,3440002,389802,4635866,24125963,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7922,Sistem pentru Managementul Traficului Rutier in Municipiul Alexandria,UAT Mun. Alexandria,Sud ,Teleorman,Alexandria,6168376,1354970,153538,1822440,9499325,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7923,Sistem de supraveghere in vederea cresterii sigurantei si prevenirii criminalitatii in municipiul Alexandria,UAT Mun. Alexandria,Sud ,Teleorman,Alexandria,2242644,492628,55822,730211,3521305,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
10696,Revitalizarea utilitatii cladirilor degradate prin infiintarea unui centru de recreere pentru pensionari si a unui centru de zi pentru persoanele cu dizabilitati in municipiul Curtea de Arges,Consiliul Local Curtea de Arges,Sud ,Arges,Curtea de Arges,3669265,806005,91332,1276971,5843573,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
10697,"Cresterea sigurantei si securitatii cetatenilor din municipiul Curtea de Arges, prin implementarea unui sistem de supraveghere video",Consiliul Local Curtea de Arges,Sud ,Arges,Curtea de Arges,1283630,281967,31951,561494,2159042,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
10695,Cresterea calitatii infrastructurii rutiere in municipiul Curtea de Arges,Consiliul Local Curtea de Arges,Sud ,Arges,Curtea de Arges,30496993,6699091,759104,9694368,47649555,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7889,"Dotare cu echipamente pentru cresterea sigurantei si prevenirea criminalitatii in zona de actiune urbana din municipiul Targoviste, judetul Dambovita",Municipiul Targoviste,Sud ,Dambovita,Targoviste,2093258,459553,52364,787328,3392504,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7887,"Reabilitare si modernizare infrastructura utilitati publice urbane, reabilitarea si modernizarea spatiilor publice urbane in zona ""A"" a zonei de actiune urbana din municipiul Targoviste, judetul Dambovita",Municipiul Targoviste,Sud ,Dambovita,Targoviste,49225076,10800723,1237519,14541112,75804430,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7888,"Reabilitare si modernizare infrastructura utilitati publice urbane, reabilitarea si modernizarea spatiilor publice urbane in zona ""B"" a zonei de actiune urbana din municipiul Targoviste, judetul Dambovita",Municipiul Targoviste,Sud ,Dambovita,Targoviste,45386579,9958499,1141019,16494793,72980889,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6888,"Lucrari de interventie la obiectivul DN1 Sebes -Alba Iulia, km 378+0.20, Pasaj superior peste CF Alba Iulia",Municipiul Alba Iulia,Centru,Alba,Alba Iulia,10674798,2344869,265707,4448442,17733817,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6924,Modernizare DN 1-E81 de la km 382+400 pana la KM 385+160 - Str. Alexandru Ioan Cuza inclusiv Podul peste Raul Ampoi si Pasajul peste CF Alba Iulia ,Municipiul Alba Iulia,Centru,Alba,Alba Iulia,19399627,4261399,482878,6231918,30375822,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6927,"Reabilitarea Centrului Istoric Alba Iulia, Fortificatia de tip Vauban - Cai de Acces, Iluminat Exterior si Mobilier Urban. Zona Interioara",Municipiul Alba Iulia,Centru,Alba,Alba Iulia,47982082,10539935,1194327,16371492,76087836,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7533,Modernizare strazi in Municipiul Targu Jiu Etapa II/2 (in cadrul unui proiect integrat),UAT Targu Jiu,Sud Vest,Gorj,Targu Jiu,20794108,4567716,517588,6099860,31979273,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7534,"Creare si modernizare spatii publice urbane zona adiacenta Stazii Bicaz, Municipiul Targu Jiu",UAT Targu Jiu,Sud Vest,Gorj,Targu Jiu,3829286,841156,95315,4014251,8780008,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7538,Sistem de supraveghere pentru cresterea  sigurantei (in scoli),UAT Targu Jiu,Sud Vest,Gorj,Targu Jiu,299388,65765,7452,89425,462030,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12183,"Regenerarea Municipiului Husi, prin modernizarea spatiilor publice urbane",UAT Municipiul  Husi ,Nord Est,Vaslui,Husi,34570832,7593966,860506,10413123,53438427,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12184,Creare parc nou in Municipiul Husi,UAT Municipiul  Husi ,Nord Est,Vaslui,Husi,1910116,419584,47545,927158,3304402,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12185,Crearea unui centru consultativ pentru cetatenii Municipiului Husi,UAT Municipiul  Husi ,Nord Est,Vaslui,Husi,1721306,378109,42845,575925,2718185,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12186,Cresterea nivelului de securitate sociala in Municipiul Husi prin implementarea unui sistem de supraveghere video,UAT Municipiul  Husi ,Nord Est,Vaslui,Husi,1108822,243568,27600,564169,1944159,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7022,Reabilitare infrastructura de strazi in Municipiul Vaslui,UAT Municipiul  Vaslui,Nord Est,Vaslui,Vaslui,35792894,7862409,890925,11005601,55551829,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7023,"Reabilitare, modernizare si extindere infrastructura de transport public cu crearea unui terminal intermodal, precum si reabilitare, extinderea iluminatului public in Municipiul Vaslui",UAT Municipiul  Vaslui,Nord Est,Vaslui,Vaslui,16004303,3515569,398365,4733164,24651400,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7024,Reabilitare zona pietonala centrala si iluminat arhitectural in Municipiul Vaslui,UAT Municipiul  Vaslui,Nord Est,Vaslui,Vaslui,6115702,1343399,152227,3835926,11447254,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7025,Reabilitare si schimbare destinatie infrastructura pentru servicii sociale in Municipiul Vaslui,UAT Municipiul  Vaslui,Nord Est,Vaslui,Vaslui,1171479,257332,29159,933183,2391153,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7011,"Cresterea sigurantei si prevenirea criminalitatii in zona de actiune a municipiului vaslui, prin achizitionarea de echipamente specifice si amenajarea unui centru de supraveghere",UAT Municipiul  Vaslui,Nord Est,Vaslui,Vaslui,817051,179477,20337,363224,1380089,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7108,Reabilitare retele strazi urbane sector 4-Dr Tr Severin,Primaria Drobeta Turnu Severin,Sud Vest,Mehedinti,Drobeta Turnu-Severin,6094101,1333395,156948,2272715,9857159,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7110,Reabilitare si modernizare retele de strazi urbane in Municipiul Drobeta Turnu Severin,Primaria Drobeta Turnu Severin,Sud Vest,Mehedinti,Drobeta Turnu-Severin,17111109,3741657,442951,6439817,27735534,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7111,Siguranta si securitate sociala in Mun Dr Tr Severin prin sisteme de supraveghere video,Primaria Drobeta Turnu Severin,Sud Vest,Mehedinti,Drobeta Turnu-Severin,1552426,341012,38642,501589,2433668,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6727,Sistem de supraveghere video Centru Istoric si zone principale de interes Public si Social,Consiliul Local Slatina,Sud Vest,Olt,Slatina,807751,177434,20106,694997,1700287,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6730,"Reabilitare spatii verzi, alei de acces rutier si pietonal si mobilier urban str.Tunari, Ec. Teodoroiu, Artileriei si A.I.Cuza (Sistematizare pe verticala Cartier Tunari strazile Tunari, Ecaterina Teodoroiu, Artileriei,A.I.Cuza) ",Consiliul Local Slatina,Sud Vest,Olt,Slatina,9930520,2181377,247182,3492999,15852078,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6763,"Reabilitare spatii verzi, alei de acces rutier si pietonal, mobilier urban str. Cireasov, Prelungirea Tunari, A.I.Cuza (Sistematizare  pe verticala Cartier cuprins intre S.C. Minatex, str. Crisan si S.C. Comprem) ",Consiliul Local Slatina,Sud Vest,Olt,Slatina,8473088,1861232,210905,2962947,13508172,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7152,"Modernizare si extindere Parcul Tineretului in Municipiul Bailesti, jud Dolj",Consiliul Local Bailesti,Sud Vest,Dolj,Bailesti,2824930,620535,70316,834001,4349782,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7151,"Modernizarea strazilor, trotuarelor si infiintarea de parcari auto in Municipiul Bailesti",Consiliul Local Bailesti,Sud Vest,Dolj,Bailesti,25018233,5495604,622731,7385817,38522386,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7156,"Sistem de supraveghere urban in Municipiul Bailesti, jud Dolj",Consiliul Local Bailesti,Sud Vest,Dolj,Bailesti,812066,178382,20213,294403,1305064,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7602,"Reabilitare si modernizare strazi urbane, poduri, trotuare si parcari in orasul Costesti, judetul Arges",Primaria Orasului Costesti,Sud ,Arges,Costesti,21211422,4659385,527976,5997409,32396192,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7604,"Realizare sistem de supraveghere video pentru cresterea sigurantei cetatenilor si prevenirea criminalitatii in orasul Costesti, judetul Arges",Primaria Orasului Costesti,Sud ,Arges,Costesti,771362,169441,19200,278203,1238206,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7283,Modernizare strazi si parcari in zona Cap linie Petrila-Cap linie Lonea,Consiliul Local al Orasului Petrila,Vest,Hunedoara,Petrila,41233550,9056909,1026964,12610809,63928232,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7284,Reducerea infractionalitatii in zona Cap linie Petrila - Cap linie Lonea din Orasul Petrila,Consiliul Local al Orasului Petrila,Vest,Hunedoara,Petrila,378449,83132,9420,112998,583998,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7435,Reabilitare zona pietonala si parcuri in Centrul Municipiului Petrosani,Municipiul Petrosani,Vest,Hunedoara,Petrosani,12668633,2782842,315336,3737093,19503905,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7290,Sistem de supraveghere video in zona centrala a Municipiului Petrosani,Municipiul Petrosani,Vest,Hunedoara,Petrosani,439183,96472,10932,129591,676178,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7289,Reabilitare strazi in zona centrala a Municipiului Petrosani ,Municipiul Petrosani,Vest,Hunedoara,Petrosani,6244878,1371775,155442,1840399,9612493,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6750,Sistem de supraevghere video pentru siguranta cetatenilor in Municipiul Hunedoara,CL Municipiul Hunedoara,Vest,Hunedoara,Hunedoara,2352447,516743,58560,699464,3627214,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6749,Reabiliotarea si extinderea Parcului Tineretului Hunedoara,CL Municipiul Hunedoara,Vest,Hunedoara,Hunedoara,1249360,274439,31098,570217,2125114,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6964,"Reconstruire si punere in valoare acces latura de vest Cetatea Alba Carolina, Fortificatia de tip Vauban, Municipiul Alba Iulia",Municipiul Alba Iulia,Centru,Alba,Alba Iulia,41388899,9091650,1030215,16836643,68347407,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12041,"Modernizarea spatiilor publice urbane din cartierele Stadion, Centru si Bodea din Municipiul Campulung Moldovenesc, Judetul Suceava",Municipiul Campulung Moldovenesc,Nord Est,Suceava,Campulung Moldovenesc,15731133,3455563,391565,5396367,24974629,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7104,"Reabilitare  si modernizare parte carosabila si trotuare din municipiul Drobeta Turnu Severin, Sector 1",Primaria Drobeta Turnu Severin,Sud Vest,Mehedinti,Drobeta Turnu-Severin,18883609,4148049,470034,5870397,29372089,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7106,Reabilitare retele strazi urbane sector 3-Dr Tr Severin,Primaria Drobeta Turnu Severin,Sud Vest,Mehedinti,Drobeta Turnu-Severin,7845638,1723404,195287,2538997,12303325,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7105,"Reabilitare  si modernizare parte carosabila si trotuare din municipiul Drobeta Turnu Severin, Sector 2",Primaria Drobeta Turnu Severin,Sud Vest,Mehedinti,Drobeta Turnu-Severin,14903933,3273857,370975,4360068,22908833,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7416,"Reabilitarea infrastructurii publice urbane a Municipiului Roman - Zonele Scuar Hotel, Pietonal Stefan cel Mare, Centru Istoric  Urban Stefan cel Mare, Cartierele Favorit si Cuza Voda",Municipiul Roman,Nord Est,Neamt,Roman,17580923,3861895,437609,5851475,27731902,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7415,Cresterea sigurantei si prevenirea criminalitatii in Municipiul Roman,Municipiul Roman,Nord Est,Neamt,Roman,249721,54855,6216,74490,385283,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6770,Reabilitare zona prin amenajare pod Saracesti,Consiliul Local Slatina,Sud Vest,Olt,Slatina,3191059,700961,79429,1192643,5164092,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6769,Reabilitare strazi zona Colegiului Agricol Carol I si reabilitare zona Colegiului National Agricol I-Manastirea Strehareti (Reabilitare strazi Colegiul Agricol Carol I),Consiliul Local Slatina,Sud Vest,Olt,Slatina,2811205,617520,69974,1607570,5106269,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6764,Amenajare zona Nicolae Iorga,Consiliul Local Slatina,Sud Vest,Olt,Slatina,5909945,1298202,147105,2191924,9547176,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12043,"Modernizarea spatiilor publice urbane din cartierele Stadion, Centru si Bodea din Municipiul Campulung Moldovenesc, Judetul Suceava",Municipiul Campulung Moldovenesc,Nord Est,Suceava,Campulung Moldovenesc,268666,59016,6687,148986,483355,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7642,"“Modernizarea si reabilitarea infrastructurii urbane a orasului Sannicolau Mare prin realizarea de drumuri orasenesti si trotuare, sisteme de gestionare a apelor pluviale de suprafata, modernizare parcuri”",Consiliul Local Sannicolau Mare,Vest,Timis,Sannicolau Mare,40999382,9006087,1020520,14799311,65825299,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7643,Prevenirea criminalitatii si cresterea sigurantei cetateanului prin monitorizare video,Consiliul Local Sannicolau Mare,Vest,Timis,Sannicolau Mare,1202631,264175,29935,359218,1855958,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7716,"Crearea si amenajarea Spatiilor verzi din strada Cimitirului, municipiul Sfantu Gheorghe",Municipul Sfantu Gheorghe,Centru,Covasna,Sfantu Gheorghe,1707769,375135,42508,781720,2907133,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7725,Reabilitarea si echiparea cantinei sociale din Municipiul Sfantu Gheorghe,Municipul Sfantu Gheorghe,Centru,Covasna,Sfantu Gheorghe,849435,186590,21143,432403,1489571,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7724,"Dezvoltarea infrastructurii publice urbane. Modernizarea spatiilor publice urbaneStr. Petofi Sandor, Piata Majlath, Gusztav Karoly si Piata Libertatii din Miercurea Ciuc",Municipiul Miercurea Ciuc,Centru,Harghita,Miercurea Ciuc,22571623,4958172,561833,7762962,35854589,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7729,Reabilitarea si modernizarea cladirilor destinate serviciilor sociale: Centru pentru tineret faza I.,Municipiul Miercurea Ciuc,Centru,Harghita,Miercurea Ciuc,1423517,312695,35433,675154,2446800,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6748,"“Reabilitare si modernizare retea stradala: Str. Avram Iancu, Str. Aurel Vlaicu, Str. Carpati, Str. Victoriei, B-dul Dacia, B-dul 1848, B-dul Libertatii, B-dul Republicii, B-dul Traian – Municipiul Hunedoara”",Municipiul Hunedoara,Vest,Hunedoara,Hunedoara,26860028,5900180,668576,8102374,41531158,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7717,Amenajarea spatiilor pietonale din centrul istoric al municipiului Sfantu Gheorghe,Municipiul Sfantu Gheorghe,Centru,Covasna,Sfantu Gheorghe,3541792,778004,88159,3196269,7604224,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
11297,"Modernizarea strazilor, trotuarelor si infiintarea de parcari auto in orasul Filiasi Jud. Dolj",Consiliul Local Filiasi,Sud Vest,Dolj,Filiasi,9350630,2053997,232747,2759977,14397351,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
