Cod SMIS,Titlu,Beneficiar, Region , County ,Locality,FEDR,member state amount,own contribution,Ineligible Expenses ,total amount,Priority Axis,Intervention Category
53908,"Continuare reabilitare si extindere scoala cu clasele I-VIII, com.Viperesti, jud.Buzau",UAT Comuna Viperesti,Sud Est,Buzau,Viperesti,308290,47150,7254,295224,657918,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54178,"Reabilitare si consolidare Scoala gimnaziala nr. 1, Mogosoaia, jud Ilfov",UAT Mogosoaia,Bucuresti Ilfov,Ilfov,Mogosoaia,491370,75151,11562,64220,642302,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53453,"Reabilitare Scoala gimnaziala Petre Tudose, din comuna Malureni, judetul Arges",COMUNA MALURENI,Sud,ARGES,MALURENI,654728,100135,15405,590583,1360851,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53455,"Reabilitare scoala gimnaziala Vulturesti, comuna Vulturesti, judetul Arges",COMUNA VULTURESTI,Sud,ARGES,Vulturesti,521152,79706,12262,338700,951820,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53457,"Reabilitare scoala primara si gradinita, sat Barzesti, comuna Vulturesti, judetul Arges",COMUNA VULTURESTI,Sud,ARGES,Vulturesti,296310,45318,6972,396834,745434,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53515,"REABILITARE SI EXTINDERE SCOALA GENERALA CU CLASELE I-VIII, LOC. BALACEANA, JUD. SUCEAVA",COMUNA BALACEANA,Nord Est,SUCEAVA,BALACEANA,1091788,166979,25689,882150,2166606,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53527,"REABILITARE SI EXTINDERE SCOALA GENERALA NR. 1 ""IULIAN VESPER"", COMUNA HORODNIC DE SUS, JUD. SUCEAVA",COMUNA HORODNIC DE SUS ,Nord Est,SUCEAVA,HORODNIC DE SUS,954462,145977,22458,945334,2068230,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54025,"REABILITARE CLADIRI SCOALA GIMNAZIALA ""CONSTANTIN TOMESCU"" (CORP - A,B SI C) LOCALITATEA PLESESTI, COMUNA VULTURESTI, JUDETUL SUCEAVA - CONSTRUIRE GRUPURI SANITARE, PUT FORAT ALIMENTARE APA, BAZIN VIDANJABIL, INSTALATII TERMICE",COMUNA VULTURESTI,Nord Est,SUCEAVA,MUNICIPIUL SUCEAVA,1034548,158225,24342,527300,1744415,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54095,"Reparatie generala si modernizare Scoala gimnaziala nr. 1, in comuna Tamadau Mare, judetul Calarasi",COMUNA TAMADAU MARE,Sud,CALARASI,TAMADAU MARE,526042,80454,12377,48560,667434,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54105,"Reparatie generala si modernizare Scoala gimnaziala nr. 1, in comuna Belciugatele, judetul Calarasi",COMUNA BELCIUGATELE,Sud,CALARASI,BELCIUGATELE,528538,80835,12436,48758,670567,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53541,"Reabilitare Corp 6 – Colegiul National “B.P. Hasdeu”, Municipiul Buzau","UAT Mun. Buzau
Colegiul National “B.P. Hasdeu”, Municpiul Buzau.",Sud Est,Buzau,Buzau,2415044,369360,56825,1633731,4474959,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53542,"Reabilitare Corp 7 – Colegiul National “B.P. Hasdeu”, Municpiul Buzau","UAT Mun. Buzau
Colegiul National “B.P. Hasdeu”, Municpiul Buzau.",Sud Est,Buzau,Buzau,838289,128209,19724,613810,1600033,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54165,"Reabilitare imobil Liceul Tehnologic Santana, judetul Arad",UAT Orasul Santana,Vest,Arad,Santana,484370,74080,11397,46116,615963,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52999,"Campus Scolar Baroti Szabo David,Orasul Baraolt, Judetul Covasna",Orasul Baraolt,Centru,Covasna,Baraolt,15940688,2437988,375075,3594337,22348087,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54161,Reabilitarea scolii Generale Ocna Sibiului,"Orasul Ocna Sibiului, Judetul Sibiu",Centru,Sibiu,Ocna Sibiului,417513,63855,9824,20336,511528,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53571,"Realizare campus scolar”Petru Rares”, oras Targu Lapus",Oras Targu Lapus,Nord Vest,Maramures,Targu Lapus,5297898,810267,124656,3940940,10173760,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52923,Proiectare si executie Laboratoare si Extindere Ateliere Scoala in incinta Grupului scolar Industrial Rasnov Str. Republicii nr. 29,"Orasul Rasnov
Liceul Tehnologic Rasnov",Centru ,Brasov,Rasnov,2110340,322758,49655,3868332,6351084,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53817,"Reabilitare scoala Riminiceni, com. Maicanesti, jud. Vranea",Comuna Maicanesti,Sud Est,Vrancea,Maicanesti,1974345,301959,46455,226954,2549713,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
4275,"REABILITARE GRUP SCOLAR I. V. LITEANU, CORP A, ORAS LITENI, JUD. SUCEAVA",ORASUL LITENI,Nord Est,Suceava,Liteni,941371,143974,22150,312027,1419522,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53614,"Construire Scoala cu Clasele I-IV, comuna Madaras, judetul Harghita",Comuna Madaras,Centru,Harghita,Madaras,1777568,271863,41825,272653,2363909,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54024,"Reparatii capitale la scoala Generala Benedek  Elek, Avramesti Harghita",Comuna Avramesti,Centru,Harghita,Avramesti,338859,51826,7973,486562,885221,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54148,Mansardarea si reabilitarea Internatului – Liceul de Arta Tirgu – Mures,Municipiul Targu Mures,Centru,Mures,Targu Mures,930560,142321,21896,1504459,2599235,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52315,"REABILITARE GRUP SCOLAR ""ION NISTOR"", ORAS VICOVU DE SUS, JUDETUL SUCEAVA, IN CADRUL PROGRAMULUI ""CAMPUSURI SCOLARE""",ORASUL VICOVU DE SUS,Nord Est,Suceava,Vicovu de Sus,21925121,2278731,1590408,8725434,34519694,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53816,"Reabilitare si consolidare corp B pentru amenajare sala festivitati, colegiul national ""AL. I. Cuza"" Municipiul Focsani",Consiliul Local al Municipiului Focsani,Sud Est,Vrancea,Focsani,649041,99265,15272,354336,1117914,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54115,"CONSOLIDARE, REABILITARE SI MODERNIZARE LA SCOALA CU CLASELE I-IV, SAT PERIENI, COMUNA PROBOTA, JUDETUL IASI",COMUNA PROBOTA,Nord Est,Iasi,Probota,751794,114980,17689,831482,1715945,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53800,"Campus scolar - Grup Scolar Agricol Topolog, Comuna Topolog",Consiliul Local Topolog,Sud Est,Tulcea,Topolog,9039029,1382440,212683,2640846,13274998,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54098,Acoperis tip sarpanta cu mansarda la sala de sport de la Colegiul Economic al Banatului Montan din Municipiul Resita,Parteneriatul dintre UATM Resita si Colegiul Economic al Banatului Montan Resita,Vest ,Hunedoara,Resita,1720012,263061,40471,253421,2276965,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11597,"Modernizarea Liceului Teoretic ""Petru Maior"" Gherla",UAT Municipiul Gherla,Nord Vest,Cluj,Gherla,1625746,248643,38253,622923,2535566,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11661,"Reabilitare, modernizare, extindere si dotare Scoala cu clasele I-VIII Cicirlau",UAT Comuna Cicirlau,Nord Vest,Maramures,Cicarlau,2624847,401447,61761,906174,3994229,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11862,Educatie la standarde europene in invatamantul preuniversitar din municipiul Cluj-Napoca,UAT Municipiul Cluj-Napoca,Nord Vest,Cluj,Cluj-Napoca,42118142,6441598,991015,12971995,62522750,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53431,Reabilitare si extindere scoala de arte si meserii Maieru,UAT Comuna Maieru,Nord Vest,Bistrita Nasaud,Maieru,776732,118794,18276,1742073,2655875,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53441,"Reabilitarea scolii din localitatea Cadea, judetul Bihor",UAT Comuna Sacuieni,Nord Vest,Bihor,Sacuieni,15537537,2376329,365589,3192333,21471789,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53556,Cladire noua atelier de tamplarie,UAT Negresti Oas,Nord Vest,Satu Mare,Negresti Oas,585293,89515,13772,255761,944341,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53700,Atelier de reparatii auto si atelier de croitorie la Liceul tehnologic Dobresti,UAT Comuna Dobresti,Nord Vest,Bihor,Dobresti,1041128,159231,24497,12851,1237708,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53719,Reabilitarea cladirii scolii - corp B,UAT Municipiul Marghita,Nord Vest,Bihor,Marghita,738920,113011,17386,196940,1066258,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53873,Construire campus scolar Hida,UAT Comuna Hida,Nord Vest,Salaj,Hida,19728898,3017361,464209,1913479,25123947,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54077,"Modernizare Scoala Gimnaziala ""Vasile Lucacel"" din loc. Somes Odorhei, Jud. Salaj",UAT Somes Odorhei,Nord Vest,Salaj,Somes Odorhei,453866,69415,10679,38940,572900,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54156,"Reabilitare scoala gimnaziala Aschileu Mare, comuna Aschileu, judetul Cluj",UAT Comuna Aschileu,Nord Vest,Cluj,Aschileu,1186987,181468,28000,803438,2199894,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54157,"Extindere scoala cu clasele I-VIII Chislaz, Bihor",UAT Comuna Chislaz,Nord Vest,Bihor,Chislaz,814956,124640,19175,202500,1161272,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54181,"Extindere Scoala Generala nr. 1, clasele I-IV, Sos. Bucuresti-Urziceni, cu un corp de cladire parter",UAT Afumati,Bucuresti Ilfov,Bucuresti,Bucuresti,376718,57616,8864,74400,517598,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54114,"Reabilitare structurala si extindere corp cladire in cadrul scolii cu clasele I-VIII Slobozia Deal, din Sat Slobozia, Comuna Voinesti, Judetul Iasi",Comuna Voinesti ,Nord Est,Iasi,Slobozia,489577,74877,11519,79134,655107,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53819,"Reabilitarea scolii gimnaziale ""Gh.M. Murgoci"", Bisoca",UAT Comuna Bisoca,Sud Est,Buzau,Bisoca,367681,56234,8651,389870,822435,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53806,"Reabilitare si extindere scoala Muncelu, sat Muncelu, com. Straoane",UAT Comuna Straoane,Sud Est,Vrancea,Straoane,468943,71721,11034,238554,790252,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52331,“Reabilitarea unitatii de invatamant Grupul Scolar Kos Karoly”,Municipiul Odorheiu Secuiesc Grupul Scolar Kos Karoly ,Centru,Harghita,Odorheiu Secuiesc,1872854,286437,44067,4916290,7119648,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54168,"Reabilitare scoala generala nr.2, oras Targu Bujor, judetul Galati",UAT Oras Targu Bujor,Sud Est,Galati,Targu Bujor,485478,74250,11423,0,571150,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54070,Reabilitare scoala generala Carnesti si scoala generala Reea,Comuna Totesti,Vest,Hunedoara,Totesti,68423,10465,1610,965788,1046286,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53623,"Extindere scoala cu clasele I-VIII parter, comuna Caldararu, judetul Arges",COMUNA CALDARARU,Sud,Arges,Caldararu,181457,27752,4270,351418,564897,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53655,CONSTRUCTIE EXTINDERE CORP A LICEUL DE INFORMATICA GRIGORE MOISIL SI LUCRARI PENTRU DESFIINTARE MAGAZIE ANEXA 2 A LICEULUI,Municipiul Iasi,Nord Est,Iasi,Iasi,2743764,419634,64559,1441369,4669326,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54146,Reabilitarea scolilor cu clasele I-IV ┐Putna si Valea Frumoasa din Comu-na Tulghes Judetul Harghita,Comuna Tulghes,Centru,Harghita,Tulghes,405837,62069,9549,481687,959142,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53607,"ASIGURAREA UNUI PROCES EDUCATIONAL COMPETITIV PRIN CREARE CAMPUS COLEGIUL NATIONAL ""CUZA VODA"" HUSI",Consiliul Local al Municipiului Husi,Nord Est,Vaslui,Husi,11790695,1803283,277428,6541527,20412934,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53438,Reabilitarea grupului scolar Horvath Janos din municipiul Marghita,"Municipiul Marghita
Grupul Scolar Horvath Janos",Nord Vest,Bihor,Marghita,1473350,225336,34667,4394306,6127660,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53561,Reabilitare unitate de invatamant scoala de arte si meserii Sig,"Comuna SiG, jud.Salaj",Nord Vest,Salaj,Sig,16465910,2518316,387433,3783951,23155610,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53712,"Reabilitarea si extinderea Scolii ""Kuthy Sandor"" din localitatea Targusor, comuna Cherechiu","Comuna Cherechiu, judetul Bihor
Scoala Gimnaziala Bocskay Istvan Cherechiu",Nord Vest,Bihor,Cherechiu,536562,82062,12625,75000,706249,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53711,"Extindere SAM Gherta Mica pentru amenajare grupuri sanitare corp A, corp B cu regim P, P+1","Comuna Gherta Mica, jud Satu Mare",Nord Vest,Satu Mare,Gherta Mica,547313,83707,12878,241032,884929,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53419,INVESTITII PE CONSOLIDARE SI EXTINDERE SCOALA NR. 2 TODIRESTI,"COMUNA TODIRESTI TODIRESTI COMUNA TODIRESTI, FN.",Nord Est,Iasi,Todiresti,1190454,182069,28011,1464451,2864985,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53583,Constructie scoala generala P+2+M – rest de executat,"Comuna Farcasa, jud.Maramures",Nord Vest,Maramures,Farcasa,871179,133239,20498,1378781,2403697,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53720,Reabilitare campus scolar la grup scolar forestier Sighetu Marmatiei,UAT Sighetu Marmatiei,Nord Vest,Maramures,Sighetu Marmatiei,15571246,2381485,366382,1295789,19614903,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53526,"CAMPUS SCOLAR - LICEUL TEHNOLOGIC ""STEFAN CEL MARE SI SFANT"" VORONA","PARTENERIAT INTRE COM VORONA SI LICEUL TEHNOLOGIC ""STEFAN CEL MARE SI SFANT"" VOR VORONA COMUNA VORONA",Nord Est,Botosani,Vorona,17607713,2692944,414299,3797253,24512209,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53814,"Reabilitare scoala gimnaziala Pictor Mihail Balasescu Bahnele, com. Vintileasca, jud. Vrancea",UAT Comuna Vintileasca in parteneriat cu Scoala Gimnaziala Pictor Mihail Balasescu Bahnele,Nord Est,Vrancea,Vintileasca,319426,48853,7516,670416,1046211,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53450,"OBIECTIV DE CONSTRUIRE SI REABILITARE, CAMPUS SCOLAR - SAM - ""ALEXANDRU VLAHUTA"", COMUNA PODU TURCULUI, JUDETUL BACAU","COMUNA PODU TURCULUI PODU TURCULUI STRADA TUDOR VLADIMIRESCU, NR. 170, SAT PODU TURCULUI, COMUNA PODU TURCULUI",Nord Est,Bacau,Podu Turcului,16782097,2566674,394873,8627099,28370742,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12238,"Extindere si modernizare Scoala cu clasele I –VIII din Comuna Stefan cel Mare, judetul Calarasi",Comuna Stefan cel Mare,Sud,Calarasi,Stefan cel Mare,2873673,439503,67616,1572610,4953403,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12240,"Consolidarea, reabilitarea si extinderea scolii cu clasele I -VIII, (cladirea B / Coslogeni) din localitatea Dichiseni, judetul Calarasi",Consiliul Local al Comunei Dichiseni,Sud,Calarasi,Dichiseni,3105740,474995,73076,1171213,4825024,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53653,"CONSOLIDARE CORP SCOALA 33 ""M. KOGALNICEANU"" IASI",MUNICIPIUL IASI,Nord Est,Iasi,Iasi,1309585,200289,30814,304246,1844934,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13326,"Reabilitare, modernizare si dotari - Scoala Alexandru Vlahuta","Unitatea administrativ Teritoriala a Municipiului Focsani, Jud. Vrancea",Sud Est,Vrancea,Focsani,1716248,262485,40382,830439,2849554,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
