Year 1,Year 2,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2007,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsagentur Nord 
GmbH (EA-Nord)","D/DK Regionalmanagement: 
Modul 2 Grenzüberschreitende 
Regionalentwicklung","139.764,35 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsagentur Nord 
GmbH (EA-Nord)","Förderung der Geschäftsstelle 
für das Zukunftsprogramm 
Wirtschaft bei der 
Entwicklungsagentur Nord 
GmbH für das Jahr 2008","140.629,21 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsagentur Nord 
GmbH (EA-Nord)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das 
Zukunftsprogramm Wirtschaft 
bei der Entwicklungsagentur 
Nord GmbH für das Jahr 2009","134.200,19 €",
2007,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsagentur Nord 
GmbH (EA-Nord)","Förderung der Geschäftsstelle 
für das Zukunftsprogramm 
Wirtschaft bei der 
Entwicklungsagentur Nord 
GmbH für das Jahr 2007","140.884,56 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsagentur Nord 
GmbH (EA-Nord)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das ZPW 
bei der Entwicklungsagentur 
Nord für das Jahr 2010","127.686,41 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsagentur Nord 
GmbH (EA-Nord)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das 
Zukunftsprogramm Wirtschaft 
bei der Entwicklungsagentur 
Nord für das Jahr 2011","119.444,47 €",
2012,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsagentur Nord 
GmbH (EA-Nord)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das 
Zukunftsprogramm Wirtschaft 
bei der Entwicklungsagentur 
Nord GmbH für das Jahr 2012 ","90.309,10 €",
2013,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsagentur Nord 
GmbH (EA-Nord)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das 
Zukunftsprogramm Wirtschaft 
bei der Entwicklungsagentur 
Nord GmbH für das Jahr 2013","75.056,69 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","2. Verlängerung 
Regionalmanagement 
Industriepark - Wirtschaftsraum 
Brunsbüttel","456.290,02 €",
2011,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Regionalmanagement 
Konversion für die Kreise 
Dithmarschen, Steinburg und 
die Stadt Neumünster","124.926,37 €",
2011,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Regionalmanagement Nördliche 
Metropolregion aktiv in der 
Logistikinitiative Hamburg (2011 
- 2014)","213.399,20 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Regionalmanagement Logistik 
für den schleswig-holsteinischen 
Teil der Metropolregion 
Hamburg","221.320,23 €",
2007,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Verlängerung 
Regionalmanagement 
Industriepark - Wirtschaftsraum 
Brunsbüttel","532.909,30 €",
2008,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Verlängerung 
Konversionsmanagement 
Steinburg","162.020,01 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Regionalmanagement 
Industrieenergie Dithmarschen 
/Steinburg",,"139.980,00 €"
2011,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Ingenieurtechnische 
Voruntersuchung Offshore-Pier 
Brunsbüttel","20.212,50 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Weiterbildungsverbünde 
Dithmarschen und Steinburg / 
2012","238.674,49 €",
2007,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Dithmarscher 
Weiterbildungsverbund und 
Weiterbildungsverbund 
Steinburg","722.538,09 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Weiterbildungsverbünde 
Dithmarschen und Steinburg 
2011","230.270,04 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Brunsbüttel mbH (egeb)","Weiterbildungsverbünde 
Dithmarschen und Steinburg","299.303,22 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Wassertourismus Schleswig-
Holstein, 
Umsetzungsmanagement","94.245,23 €",
2008,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Qualitätsoffensive im 
Segeltourismus","339.166,78 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Qualitätsoffensive 
Campingtourismus","92.286,44 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","""Wassertourismus Schleswig-
Holstein Marktanalyse und 
Strategieentwicklung""","67.045,18 €",
2007,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Regionalmanagement Maritime 
Wirtschaft Ostholstein, 3. 
Verlängerung","94.399,40 €",
2010,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Regionale Zusammenarbeit an 
der Entwicklungsachse A 1 als 
Folge des Baus einer festen 
Fehmarnbelt-Querung","542.813,72 €",
2013,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Wahnehmung der Aufgaben der 
Geschäftsstelle für das 
Zukunftsprogramm Wirtschaft 
für die Region Südost für das 
Jahr 2013","151.401,92 €",
2012,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das 
Zukunftsprogramm Wirtschaft 
für die Region Südost für das 
Jahr 2012","168.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das 
Zukunftsprogramm Wirtschaft 
für die Region Südost für das 
Jahr 2009","192.610,84 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das 
Zukunftsprogramm Wirtschaft 
für die Region Südost für das 
Jahr 2011","174.611,44 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Wahrnehmung der Aufgaben 
der Geschäftsstelle für das ZPW 
für die Region Südost für das 
Jahr 2010","183.321,57 €",
2007,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Förderung der Geschäftsstelle 
für das Zukunftsprogramm 
Wirtschaft für die Region Südost 
für das Jahr 2007","154.455,37 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Förderung der Geschäftsstelle 
für das Zukunftsprogramm 
Wirtschaft für die Region Südost 
für das Jahr 2008","188.766,80 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Entwicklungsgesellschaft 
Ostholstein mbH (EGOH)","Touristisches 
Entwicklungskonzept für das 
Holsteiner Ostseeland","12.971,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Erdmann 
Blechbearbeitungsmaschi
nen","Erweiterung einer Betriebsstätte 
in Trittau, Erdmann 
Blechbearbeitungsmaschinen","70.000,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,ergovia GmbH,"Einstellung 
Innovationsassistent/-in","24.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,ergovia GmbH,stepjunior,"502.497,58 €",
2009,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Erich Bienek 
Feinmechanik und 
Apparatebau GmbH
 und Axel Bienek Gru","Erich Bienek GmbH, 
Erweiterung einer Betriebsstätte 
in Wedel",,"105.000,00 €"
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Erik Sellschopp,"HELENA - Halbautomat 
Blistertechnik","149.593,16 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Erzmoneit Werbeland,"Erzmoneit Werbeland, 
Erweiterung einer Betriebsstätte","35.658,00 €",
2014,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,ESCD GmbH,"Einstellung Innovationsassitent/-
in","12.500,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,ESCD GmbH,ESCD - BLEIFREI,"58.722,72 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"ESN EnergieSysteme 
Nord GmbH","Universeller Aufgabenclient zur 
Unterstützung des technischen 
Betriebsmamangements bei 
verteilter Datenhaltung 
[[KOSSE6]]","118.164,12 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"EUKOS Umweltanalytik 
Nord GmbH","Einstellung 
Innovationsassistent/-in","20.500,00 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"EUROIMMUN 
Medizinische 
Labordiagnostika AG","Entwicklung spezifischer 
Absorbersysteme für 
blasenbildende 
Autoimmunerkrankungen 
[[Absorber]]","415.123,09 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"EUROIMMUN 
Medizinische 
Labordiagnostika AG",EUROTide,"610.179,12 €",
2012,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Europäisches 
Hansemuseum Lübeck 
gemeinnützige GmbH","Europäisches Hansemuseum 
Lübeck",,"9.420.000,00 €"
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Evangelisch-Lutherischer 
Kirchenkreis 
Nordfriesland","Professionalisierung der 
Gedenkstätten in Schleswig-
Holstein",,"135.000,00 €"
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Evers-Druck GmbH,"Steigerung der Materialeffizienz 
Papier","105.600,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,EVOmare GmbH,"Entwicklung einer 
Schubmessanlage zur 
Effizienzbeurteilung von 
Schiffsantrieben","87.575,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,EVOmare GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,EWIS GmbH & Co. KG,"Einstellung 
Innovationsassistent/-in","24.000,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,EWS GmbH & Co. KG,"Erweiterung mehrerer 
Betriebsstätten in Handewitt 
(EWS GmbH & Co. KG)","175.735,42 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,EWS GmbH & Co. KG,"Erweiterung einer Betriebsstätte 
in Handewitt (EWS GmbH & Co. 
KG)","98.000,00 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Eye Spec GmbH,"Einstellung 
Innovationsassistent/-in","24.000,00 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Eye Spec GmbH,"Einstellung 
Innovationsassistent/-in","24.000,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Eyefactive GmbH
c/o FH Wedel","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Eyefactive GmbH
c/o FH Wedel","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,F & F Lasertechnik GmbH,"Erweiterung einer Betriebsstätte 
in Neustadt ( F&F Lasertechnik 
GmbH)","121.753,97 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fa. Sonnen- u. 
Alternativtechnik GmbH & 
Co KG","Einstellung 
Innovationsassistent/-in","15.000,00 €",
2009,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fachhochschule 
Flensburg","Entwicklung einer innovativen 
Ballastwassermanagementanlag
e [[BW]]","385.890,06 €",
2008,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fachhochschule 
Flensburg","CeWind . Kompetenzzentrum 
Windenergie in Schleswig-
Holstein Phase II","2.903.565,15 €",
2008,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fachhochschule 
Flensburg","Wasseraufbereitungstechnologi
en der FH Flensburg als TP der 
Maßnahme ""Aufbau des 
Nationalen Kompetenzzentrums 
Marikultur""","581.506,81 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fachhochschule 
Flensburg","Cross Border Logistics (CBLog) 
bei der Fachhochschule 
Flensburg 2009 - 2012","19.215,42 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fachhochschule 
Flensburg","WirtschaftArbeitLeben-Raum 
Nord (WAL Nord)","111.441,10 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Fachhochschule Lübeck,"Machbarkeitsstudie für ein E-
Learning-Kompetenzzentrum 
Schleswig-Holstein","24.000,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fachhochschule Lübeck, 
Forschungs-GmbH","Potentialstudie ""Aufbau eines 
Kompetenzzentrums für 
Industrial IT""","20.000,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fachhochschule Lübeck, 
Forschungs-GmbH","Centrum Industrielle 
Biotechnologie - Phase II (CIB)",,"714.966,00 €"
2007,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Fachhochschule Lübeck, 
Forschungs-GmbH","Potentialstudie technische 
Biochemie","20.000,00 €",
